"","Age","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","Gender"
"483",18,"United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","Female"
"484",29,"United States","IL","No","No","Yes","Rarely","6-25","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Male"
"485",48,"United States","TX","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No","Male"
"486",43,"Germany",NA,"No","No","Yes","Sometimes","26-100","No","No","No","Yes","Don't know","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Yes","No","Yes","Male"
"487",28,"United States","NY","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No","Female"
"488",30,"United States","CA","Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","Male"
"489",26,"Israel","MD","No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"490",33,"Italy",NA,"No","No","No","Never","6-25","No","No","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No","Male"
"491",31,"United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Yes","Don't know","No","No","No","Some of them","No","No","Yes","No","Male"
"492",30,"United States","PA","No","No","No","Rarely","100-500","No","No","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No","Male"
"493",27,"Israel",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","Yes","Male"
"494",24,"United States","CA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","Yes","Female"
"495",25,"United States","WA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","Male"
"496",23,"United States","NY","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","Yes","Female"
"497",36,"United States","TX","No","No","Yes","Sometimes","More than 1000","No","No","Yes","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","No","No","No","No","Yes","Male"
"498",25,"United States","CA","Yes","Yes","Yes","Often","1-5","Yes","Yes","Don't know","Not sure","No","No","Yes","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","Yes","Female"
"499",54,"United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","Yes","No","No","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","No","No","Male"
"500",34,"Netherlands",NA,"No","No","No","Rarely","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No","Male"
"501",38,"United States","AZ","No","No","Yes","Never","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","Maybe","No","No","No","No","No","No","Female"
"502",40,"Ireland",NA,"Yes","Yes","No","Never","More than 1000","No","Yes","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","Maybe","No","Yes","Male"
"503",32,"United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","No","Not sure","No","Don't know","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No","Male"
"504",25,"Germany",NA,"No","No","No","Never","More than 1000","No","No","Don't know","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Yes","Yes","No","Yes","Don't know","No","Male"
"505",35,"United States","OH","No","No","Yes","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No","Female"
"506",46,"United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Yes","No","Male"
"507",42,"United States","KS","No","No","No","Never","100-500","No","No","Yes","No","Yes","No","Don't know","Very difficult","Maybe","No","Yes","Yes","Maybe","Yes","No","No","Male"
"508",32,"United Kingdom",NA,"No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Male"
"509",47,"United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Very easy","No","No","Some of them","Yes","No","Yes","Yes","No","Male"
"510",22,"United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","Not sure","Yes","Don't know","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"511",33,"United States","NY","No","No","Yes","Sometimes","500-1000","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No","Female"
"512",25,"United States","WA","No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","No","Somewhat easy","Maybe","No","Some of them","No","No","No","Yes","No","Female"
"513",29,"United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No","Male"
"514",39,"United States","WA","No","No","No","Never","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","Male"
"515",38,"United States","VA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","No","No","No","No","No","No","No","Male"
"516",43,"United States","NC","No","No","No","Never","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","Male"
"517",46,"United States","OH","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"518",38,"United States","PA","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Yes","Yes","No","No","No","Yes","Female"
"519",33,"Germany",NA,"No","No","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","Some of them","No","Maybe","No","No","Male"
"520",34,"United Kingdom",NA,"No","Yes","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","Yes","Yes","No","No","No","No","Male"
"521",62,"United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No","Male"
"522",23,"United States","TX","No","No","No","Never","More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","Female"
"523",35,"United States","AZ","No","No","No","Never","More than 1000","No","No","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No","Male"
"524",25,"Bosnia and Herzegovina",NA,"No","Yes","No","Rarely","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Yes","No","No","No","No","Don't know","Yes","Male"
"525",36,"United States","IL","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Yes","Don't know","No","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Yes","Yes","No","Male"
"526",41,"United States",NA,"No","Yes","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No","Female"
"527",24,"Austria",NA,"Yes","No","No","Sometimes","1-5","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No","Male"
"528",51,"New Zealand",NA,"No","No","Yes","Sometimes","26-100","Yes","Yes","No","Yes","Yes","No","No","Somewhat difficult","Yes","Yes","No","No","No","No","Don't know","Yes","Male"
"529",29,"United States","NC","No","No","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","No","Some of them","No","No","Yes","No","Male"
"530",31,"Canada",NA,"Yes","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Yes","No","Female"
"531",27,"United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Yes","Don't know","No","Male"
"532",31,"Australia",NA,"No","No","Yes","Rarely","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","Yes","Yes","No","No","Male"
"533",27,"Hungary",NA,"Yes","Yes","No","Sometimes","1-5","Yes","Yes","No","No","No","No","No","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No","Female"
"534",23,"Sweden",NA,"No","No","No","Rarely","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","Male"
"535",21,"Canada",NA,"No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No","Male"
"536",27,"Australia",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","No","Somewhat difficult","Yes","No","Some of them","Some of them","No","No","No","No","Female"
"537",39,"United States","WI","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","No","Some of them","Yes","No","No","No","No","Male"
"538",26,"United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","No","No","No","Male"
"539",27,"United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","Male"
"540",22,"United States","CA","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","No","No","Yes","Female"
"541",26,"United States","MN","No","Yes","Yes","Often","100-500","No","No","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","No","No","No","Maybe","No","No","Female"
"542",31,"United States","PA","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No","Female"
"543",32,"United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Yes","No","Male"
"544",28,"United States","CA","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","No","Yes","Female"
"545",28,"United Kingdom",NA,"No","Yes","Yes","Rarely","100-500","No","Yes","No","Not sure","No","No","Yes","Somewhat difficult","Yes","Yes","Some of them","Some of them","Yes","No","No","Yes","Non-M/F"
"546",23,"United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Very easy","Maybe","No","No","Some of them","No","Yes","Yes","No","Female"
"547",30,"United Kingdom",NA,"No","No","No","Never","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Male"
"548",36,"United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","No","Yes","Don't know","Somewhat difficult","Yes","No","Some of them","Yes","No","Yes","No","No","Male"
"549",21,"United States","CA","No","Yes","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"550",30,"Germany",NA,"No","No","No","Often","26-100","No","Yes","No","No","Don't know","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Yes","Don't know","No","Male"
"551",25,"United States","CA","No","Yes","No","Never","500-1000","No","No","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","Female"
"552",32,"New Zealand",NA,"No","No","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","Male"
"553",29,"Canada",NA,"No","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No","Female"
"554",21,"United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","Yes","No","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","No","Yes","No","Non-M/F"
"555",27,"New Zealand",NA,"No","Yes","Yes","Rarely","100-500","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Yes","Don't know","No","Female"
"556",32,"Canada",NA,"No","No","Yes","Often","More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No","Female"
"557",34,"Australia",NA,"No","No","No","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"558",33,"United States","NY","No","No","No","Never","26-100","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No","Male"
"559",22,"Netherlands",NA,"No","Yes","Yes","Sometimes","6-25","Yes","Yes","No","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No","Male"
"560",24,"United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No","Male"
"561",65,"United States","FL","Yes","No","No","Never","6-25","Yes","No","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","No","No","No","Yes","No","Male"
"562",27,"United States","OR","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","No","No","No","Yes","No","Male"
